age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,age_group
30,Self-emp-inc,84119,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,43,United-States,<=50K,20-29
23,Local-gov,197918,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,40,United-States,>50K,20-29
41,Self-emp-not-inc,150533,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,40-49
27,Private,104423,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,20-29
59,Private,169133,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,50-59
21,Private,185551,HS-grad,9,Never-married,Sales,Own-child,White,Female,36,United-States,<=50K,20-29
60,Private,174486,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,50-59
69,State-gov,50468,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,34,United-States,>50K,60-69
24,Private,196943,HS-grad,9,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,20-29
64,Private,22186,Some-college,10,Widowed,Tech-support,Not-in-family,White,Female,35,United-States,<=50K,60-69
51,Private,233149,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,50-59
51,Private,138358,10th,6,Divorced,Craft-repair,Not-in-family,Black,Female,35,United-States,<=50K,50-59
25,Private,338013,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,20-29
37,Private,166339,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K,30-39
26,State-gov,141838,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K,20-29
57,Self-emp-inc,37345,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,United-States,>50K,50-59
37,Private,201531,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,30-39
46,Private,123598,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,40-49
39,Private,380614,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,45,United-States,>50K,30-39
50,State-gov,24790,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,40-49
44,Private,85440,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,<=50K,40-49
38,Private,224566,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K,30-39
54,Private,294991,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,50-59
40,Federal-gov,189610,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,52,United-States,<=50K,30-39
38,Private,70995,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,<=50K,30-39
35,Private,56201,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,<=50K,30-39
62,Private,98076,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,60-69
34,Private,351810,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,Cuba,<=50K,30-39
35,Private,98389,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,30-39
46,Self-emp-not-inc,140121,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,50,United-States,<=50K,40-49
27,Private,129528,Some-college,10,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,20-29
36,Private,415578,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,30-39
35,Private,201328,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,30-39
25,Private,256620,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,20-29
47,Federal-gov,96854,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,40-49
53,Private,95519,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,>50K,50-59
47,Private,112791,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,40-49
20,Private,291407,11th,7,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K,10-19
28,Private,183151,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,20-29
52,Private,143807,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K,50-59
35,Private,186934,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,30-39
30,Private,170065,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,20-29
56,State-gov,83696,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,38,,<=50K,50-59
56,,32604,Some-college,10,Never-married,,Not-in-family,Black,Female,40,United-States,<=50K,50-59
62,Local-gov,140851,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K,60-69
52,Federal-gov,38973,Bachelors,13,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,50-59
23,Private,39182,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,20-29
36,Private,198841,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,30-39
30,Private,247444,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Nicaragua,<=50K,20-29
41,Private,294270,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,<=50K,40-49
59,Private,195820,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,50-59
27,Private,329426,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,37,United-States,<=50K,20-29
41,Private,116103,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,40-49
27,Private,206903,Bachelors,13,Never-married,Handlers-cleaners,Unmarried,White,Male,35,United-States,<=50K,20-29
50,Private,217577,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,40-49
40,Private,200479,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,30-39
27,Local-gov,221317,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K,20-29
59,Self-emp-not-inc,132925,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,50-59
34,Private,170769,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,>50K,30-39
29,Private,380560,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K,20-29
38,Local-gov,147258,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,30-39
53,Private,98791,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,50-59
35,Private,216473,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,>50K,30-39
70,,135339,Bachelors,13,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,40,China,<=50K,60-69
38,Private,107303,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,30-39
36,Private,152744,Bachelors,13,Divorced,Sales,Other-relative,Asian-Pac-Islander,Female,40,South,<=50K,30-39
23,Private,197613,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20-29
21,Private,411068,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,<=50K,20-29
47,Private,192984,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,40-49
33,Federal-gov,137184,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Male,50,United-States,>50K,30-39
63,Self-emp-not-inc,231105,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35,United-States,>50K,60-69
32,Private,32406,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K,30-39
19,Private,206777,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,10-19
27,Local-gov,133495,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,20-29
40,Private,34722,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,48,United-States,>50K,30-39
38,Self-emp-not-inc,133299,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,30-39
20,Private,24967,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,47,United-States,<=50K,10-19
22,Private,412156,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,20-29
40,Private,51290,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,30-39
23,Private,293565,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,20-29
26,Private,226288,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,20-29
34,Private,160634,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,30-39
39,Private,174242,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,30-39
25,Private,390316,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K,20-29
65,Private,171584,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,60-69
49,Self-emp-not-inc,232664,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,40-49
64,Private,63676,10th,6,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K,60-69
68,Private,170376,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,60-69
56,Self-emp-not-inc,175964,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,50-59
35,Private,105813,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,>50K,30-39
43,Private,320277,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,40-49
39,Private,129495,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,30-39
45,Private,275995,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,>50K,40-49
36,Private,280440,Assoc-acdm,12,Never-married,Tech-support,Unmarried,White,Female,45,United-States,<=50K,30-39
26,Private,371556,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20-29
34,Private,29235,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,30-39
42,Private,149823,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,40-49
23,Private,197387,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,37,Mexico,<=50K,20-29
56,Local-gov,255406,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,50-59
46,Private,278322,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,40-49
42,Private,289636,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,46,United-States,<=50K,40-49
48,Private,101684,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,40-49
27,Private,133425,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K,20-29
40,Private,349405,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,36,United-States,<=50K,30-39
39,Private,185099,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,>50K,30-39
46,Federal-gov,268281,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,40-49
51,Private,154949,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K,50-59
34,Private,176711,HS-grad,9,Divorced,Other-service,Own-child,White,Male,40,United-States,<=50K,30-39
23,Private,165064,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,20-29
32,Private,213750,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,45,United-States,<=50K,30-39
21,Private,109667,Some-college,10,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,20-29
36,Private,162164,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,<=50K,30-39
40,Private,219591,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,30-39
20,,327462,10th,6,Divorced,,Not-in-family,White,Female,40,United-States,<=50K,10-19
40,Private,89226,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,30-39
48,Local-gov,144122,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,40-49
27,Private,98769,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,20-29
57,Federal-gov,170066,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,50-59
47,Private,22900,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,40-49
30,Local-gov,102130,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,20-29
17,,215743,11th,7,Never-married,,Own-child,White,Male,40,United-States,<=50K,10-19
35,Private,381583,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Other,Male,45,United-States,>50K,30-39
56,Local-gov,198277,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,50-59
38,Local-gov,177305,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,<=50K,30-39
31,Private,382368,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,Germany,<=50K,30-39
41,Private,171351,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,40-49
23,Private,105617,9th,5,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,20-29
43,Self-emp-not-inc,73883,Bachelors,13,Divorced,Sales,Unmarried,White,Male,45,United-States,<=50K,40-49
40,Private,326232,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,>50K,30-39
64,Local-gov,198728,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,40,United-States,<=50K,60-69
31,Federal-gov,126501,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,30-39
48,Private,233802,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,45,United-States,<=50K,40-49
42,Private,188693,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,40-49
46,Private,35136,10th,6,Divorced,Adm-clerical,Own-child,Black,Male,40,United-States,<=50K,40-49
18,Private,139576,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,10-19
36,Private,89718,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,30-39
65,Private,222810,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,60-69
28,Private,36601,Some-college,10,Never-married,Other-service,Unmarried,White,Female,35,United-States,<=50K,20-29
27,Private,195337,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,20-29
40,Private,206049,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,30-39
37,Private,131827,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,30-39
34,Private,69491,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,30-39
44,Local-gov,193755,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,40-49
19,Private,266255,HS-grad,9,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,10-19
59,Private,32954,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,36,United-States,<=50K,50-59
40,Private,291808,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Female,40,United-States,<=50K,30-39
35,Private,190728,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,30-39
22,Private,59184,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,45,United-States,<=50K,20-29
41,Private,196456,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,40-49
59,Private,147989,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,>50K,50-59
50,Private,195784,12th,8,Divorced,Handlers-cleaners,Unmarried,White,Male,40,United-States,<=50K,40-49
40,Self-emp-inc,225165,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,30-39
22,Private,54825,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,20-29
37,Private,415500,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,>50K,30-39
19,Private,254247,12th,8,Never-married,Adm-clerical,Own-child,White,Male,38,,<=50K,10-19
46,Private,96080,9th,5,Separated,Craft-repair,Unmarried,White,Female,40,United-States,<=50K,40-49
50,Local-gov,339547,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Laos,>50K,40-49
59,Self-emp-not-inc,128105,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States,<=50K,50-59
39,Local-gov,89508,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,30-39
29,Private,370242,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,20-29
24,Private,62952,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,20-29
52,State-gov,101119,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,50-59
51,Federal-gov,140516,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,50-59
37,State-gov,160910,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,30-39
25,State-gov,257064,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,38,United-States,<=50K,20-29
40,Private,128700,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,30-39
24,Private,132320,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,45,United-States,<=50K,20-29
32,Private,234755,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Male,40,United-States,<=50K,30-39
20,Private,148509,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,10-19
29,State-gov,240738,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,20-29
37,Private,267085,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,30-39
61,Private,101265,12th,8,Widowed,Machine-op-inspct,Unmarried,White,Female,40,Italy,<=50K,60-69
21,Private,185948,Some-college,10,Never-married,Sales,Own-child,White,Male,35,United-States,<=50K,20-29
52,Self-emp-inc,134854,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,50-59
50,Self-emp-not-inc,95949,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,40-49
47,Private,24723,10th,6,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,45,United-States,<=50K,40-49
49,,171411,9th,5,Divorced,,Not-in-family,White,Male,40,United-States,<=50K,40-49
45,Private,184581,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,40-49
48,Federal-gov,100067,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K,40-49
36,Private,182863,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,30-39
61,Private,85434,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,60-69
47,,89806,Some-college,10,Divorced,,Not-in-family,Amer-Indian-Eskimo,Female,35,United-States,<=50K,40-49
24,Private,89347,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,20-29
44,Private,157236,Some-college,10,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,40,Poland,<=50K,40-49
20,Private,286166,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,48,United-States,<=50K,10-19
23,Private,122272,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,40,United-States,<=50K,20-29
20,Private,224238,12th,8,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,10-19
37,Local-gov,191364,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,France,>50K,30-39
28,Private,392487,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,<=50K,20-29
25,Private,216724,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,20-29
31,Self-emp-inc,103435,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,30-39
29,Self-emp-not-inc,96718,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,37,United-States,<=50K,20-29
51,Private,173987,9th,5,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,50-59
27,Private,224849,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,20-29
34,Private,340458,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,30-39
36,Private,175643,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,<=50K,30-39
35,Private,297485,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,30-39
27,Private,232954,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,20-29
25,Private,109419,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,20-29
41,Private,252986,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,>50K,40-49
52,Private,306108,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,50-59
34,Private,232855,Some-college,10,Separated,Other-service,Unmarried,Black,Female,37,United-States,<=50K,30-39
44,Private,130126,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K,40-49
50,Private,194231,Masters,14,Divorced,Sales,Not-in-family,White,Female,40,United-States,>50K,40-49
49,Self-emp-inc,197038,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,40-49
36,,168223,Bachelors,13,Never-married,,Own-child,White,Female,40,United-States,<=50K,30-39
20,Private,153583,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,,<=50K,10-19
38,Private,40319,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,42,United-States,<=50K,30-39
55,Local-gov,159028,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,50-59
33,Private,203463,HS-grad,9,Divorced,Other-service,Own-child,White,Female,40,United-States,<=50K,30-39
63,Private,187635,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,60-69
34,Private,27153,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,30-39
31,Private,150324,Assoc-acdm,12,Never-married,Machine-op-inspct,Unmarried,White,Male,40,United-States,<=50K,30-39
21,Private,83704,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,20-29
23,Private,176262,Assoc-voc,11,Never-married,Adm-clerical,Other-relative,White,Female,36,United-States,<=50K,20-29
59,Private,108765,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,50-59
66,Local-gov,188220,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,35,United-States,>50K,60-69
29,Private,114870,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,40,United-States,<=50K,20-29
32,State-gov,77723,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K,30-39
57,Private,133902,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,45,United-States,<=50K,50-59
57,Private,191318,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,50-59
56,Private,117872,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,>50K,50-59
26,Private,55929,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,48,United-States,<=50K,20-29
22,,165065,Some-college,10,Never-married,,Own-child,White,Female,40,Italy,<=50K,20-29
33,Private,246038,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,30-39
45,Private,329144,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,40-49
23,Private,216181,Some-college,10,Never-married,Sales,Own-child,White,Male,36,Iran,<=50K,20-29
35,Local-gov,223242,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,30-39
45,Private,38240,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,40-49
56,State-gov,110257,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,50-59
31,Federal-gov,101345,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,<=50K,30-39
44,Private,268098,12th,8,Never-married,Transport-moving,Not-in-family,Black,Male,36,United-States,<=50K,40-49
20,Private,162688,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,38,United-States,<=50K,10-19
17,,48751,11th,7,Never-married,,Own-child,Black,Female,40,United-States,<=50K,10-19
44,Federal-gov,184099,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,40-49
23,Private,267955,Some-college,10,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,20-29
21,Private,283969,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,Mexico,<=50K,20-29
46,Private,345073,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,48,United-States,>50K,40-49
21,,380219,Some-college,10,Never-married,,Own-child,Black,Female,40,United-States,<=50K,20-29
19,Private,185097,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,37,United-States,<=50K,10-19
29,Private,144808,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,40,United-States,<=50K,20-29
34,Private,187203,Assoc-acdm,12,Never-married,Sales,Unmarried,White,Male,50,United-States,<=50K,30-39
26,Private,125089,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,20-29
30,Private,289458,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,20-29
34,Private,144798,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,30-39
28,Private,207513,HS-grad,9,Never-married,Sales,Own-child,White,Male,48,United-States,<=50K,20-29
24,,164574,Some-college,10,Never-married,,Own-child,White,Male,40,United-States,<=50K,20-29
19,Private,213024,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,10-19
37,Private,192939,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,30-39
